㐀,キュウ おか
覑,ヘン
覒,ボウ モウ
覓,ベキ ミャク もとめる
覔,ベキ もとめる
覕,ベツ メチ ヒン ヘツ ベチ ヒ ヒツ ヒチ
視,シ ジ みる
覗,シ のぞき うかがう のぞく
覘,テン タン トン うかがう のぞく
覙,シン
覚,カク コウ おぼえる さます さめる さとり さとる
覛,ベキ ミャク バク
覜,チョウ
覝,レン
覞,ヨウ ショウ セキ シャク
覟,シ
覠,キン コン
覡,ケキ ゲキ ギャク カク かんなぎ みこ
覢,セン
覣,イ ワ
覤,ケキ キャク キョク コキ サク シャク
覥,テン
覦,ユ シュ ジュ ねがう
覧,ラン みる
覨,ガク
覩,ト ツ みる
親,シン おや したしい したしむ みずから
覫,ホウ
覬,キ のぞむ
覭,ミョウ ミャク メイ ベキ バク
覮,ヘイ ヒョウ
覯,コウ カク ク あう
覰,ソ ショ シュ うかがう
覱,サン
覲,キン ゴン まみえる
観,カン ケン みる
覴,トウ チョウ
覵,ケン エン ヘン カン うかがう
覶,ラ ラン レン
覷,ショ ソ うかがう
覸,カン ケン ヘン エン うかがう
覹,ビ ミ
覺,コウ キョウ カク おぼえる
覻,ショ うかがう
覼,ラ
覽,ラン みる
覾,シン
覿,テキ トク あう
觀,カン みる
角,カク ロク コク かど つの きそう くらべる すみ
觓,キュウ ク グ
觔,キン すじ
觕,ジョウ ショク ソウ ソク ソ ゾ
觖,ケツ ケ ケチ キ ケイ かける こいねがう のぞむ
觗,シ さかずき
觘,ショウ ソウ
觚,コ ク さかずき
觛,タン ダン
觜,シ スイ くちばし
觝,テイ タイ シ ふれる
觟,カ ケ ゲ カイ
觠,ケン ゲン
觡,カク キャク
觢,セイ ゼイ
解,カイ ゲ とく とかす とける さとる
觤,キ
觥,コウ つのさかずき
触,ショク コウ グ ソク シュ ふれる さわる
觧,カイ とく
觨,コン ゴン
觩,グ キュウ
觪,セイ ショウ
觫,ソク
觬,ゲイ
觭,キ
觮,ロク
觰,タ
觱,ヒチ ヒツ ウツ ウチ えびすぶえ
觲,ショウ セイ
觳,カク コク ガク ゴク あとあし うすい くらべる つましい
觴,ショウ さかずき
觵,コウ つのさかずき
觶,シ さかずき
觷,コク ゴク ヨク ガク カク オク
觸,ショク ソク シュ ふれる
觹,ケイ くじり
觺,ゴキ ギョク ギ
觻,リャク レキ ロク
觽,ケイ
觾,エン
觿,ケイ キ スイ ゲイ くじり つのぎり
言,ゲン ゴン ギン いう こと ここに われ
訂,テイ ジョウ チョウ ただす はかる
訃,フ しらせ
訄,キュウ コウ ドウ
訅,グ キュウ
訆,キョウ
訇,キン ゲン コウ ケン
計,ケイ カイ ケツ ケチ はかる はからう はか かぞえる はかりごと
訉,ハン ボン
訊,ジン シン シュン とう たずねる
訋,チョウ
訌,コウ グ ゴウ
訍,サ シャ タ テ サイ
討,トウ うつ たずねる
訏,ク コ
訐,コチ ケチ カイ ケ ケイ ケツ あばく
訑,イ タ シ ダ タン ダン テン デン あざむく
訒,ジン ニン
訓,クン キン シュン おしえ おしえる よみ よむ
訔,ギン ゴン
訕,セン サン そしる
訖,キツ コチ おえる おわる ついに
託,タク タ かこつける よる かこつ
記,キ しるす
訙,シン
訛,カ ガ なまる あやまる なまり
訜,フン
訝,ガ ゲ いぶかる
訞,ヨウ
訟,ショウ ジュ ヨウ ユ うったえる うったえ あらそう
訠,シン
訡,ギン うたう
訢,キ キン ギン コン ゴン よろこぶ
訣,ケツ ケチ ケ ケイ わかれ わかれる
訤,コウ ダ
訥,トツ ドツ タチ タツ ナチ どもる
訦,シン ジン
訧,ユウ ウ
訨,シ
訩,キョウ ク
訪,ホウ おとずれる たずねる とう
訫,シン
訬,ソウ ショウ ビョウ ミョウ
設,セツ セチ もうける しつらえる もうけ もし
訮,ケン
訯,サ セ
訰,シュン トン ドン
許,キョ コ ク ゆるす ばかり もと ゆるし
訲,ヨク オキ
訳,ヤク わけ とく
訴,ソ セキ シャク うったえる うったえ
訵,チ
訶,カ しかる
訷,シン
訸,カ ガ
訹,シュツ シュチ シュ シュウ
診,シン チン みる
註,チュウ チュ
証,ショウ セイ あかし
訽,コウ はじ
訾,シ ジ セイ サイ ソ そしる
訿,シ そしる
詀,タン テン セン チョウ ショウ デン
詁,コ ク よみ
詂,フ ブ
詃,ケン
詄,テツ デチ イツ イチ シ
詅,レイ リョウ
詆,テイ タイ ダイ テキ チャク そしる
詇,オウ ヨウ エイ
詈,リ ののしる
詉,ドウ ニョウ ダ ナ ド ヌ
詊,ハン
詋,シュウ シュ
詌,カン コン
詍,エイ セイ ゼイ セツ セチ
詎,キョ ゴ なに なにすれぞ なんぞ
詏,オウ ヨウ
詐,サ シャ サク ザク いつわる
詑,タ ダ イ キ
詒,タイ イ ダイ あざむく
詓,キョ コ
詔,ショウ みことのり
評,ヒョウ ヘイ はかる
詖,ヒ ハ かたよる
詗,ケイ キョウ テイ チョウ
詘,クツ チュツ トツ クチ チュチ ノチ ドツ しりぞける まがる まげる かがむ かがめる
詙,ハツ バチ
詚,タツ タチ
詛,ソ ショ シュ のろう
詜,トウ
詝,チョ
詞,シ ジ ことば
詠,エイ ヨウ エ よむ うたう ながむ ながめ
詡,ク うつくしい なまめかしい やわらぐ
詢,ジュン シュン はかる とう まこと
詣,ケイ ゲイ もうでる いたる
詤,コウ ねごと
詥,コウ
試,シ ショク シキ こころみる ためす こころみ
詧,サツ サチ セツ セチ
詨,コウ キョウ ギョウ
詩,シ うた
詪,コン ゴン ケン ゲン
詫,タ カ ケ ト ツ わび わびる
詬,コウ ク ゴ はじ はずかしめる
詭,キ いつわる
詮,セン
詯,カイ ガイ
詰,キツ キチ ケツ ケチ つめる つまる つむ なじる
話,ワ カイ エ カ ゲ はなす はなし
該,ガイ カイ かねる その
詳,ショウ ゾウ ヨウ くわしい いつわる つまびらか
詴,ワイ ガイ カイ
詵,シン セン おおい
詶,シュウ ジュ シュ
詷,トウ ズ
詸,ベイ
詹,セン タン ダン
詺,ベイ ミョウ
詻,ガク ギャク リャク ラク
詼,カイ たわむれ
詽,ケン ガン ゲン テン
詾,キョウ ク
詿,カイ ケ カ
誀,ジ ニ チ
誁,ホウ ヒョウ
誂,チョウ ジョウ あつらえ あつらえる いどむ
誃,シ チ ジ タ ダ イ
誄,ルイ しのびごと
誅,チュウ チュ ころす せめる
誆,キョウ ゴウ
誇,コ カ ケ ク ほこる ほこり
誈,フ
誉,ヨ ほまれ ほめる
誋,キ
誌,シ しるす
認,ニン ジン ジョウ みとめる したためる みとめ
誎,ソク ショク
誏,ロウ
誐,ガ
誑,キョウ コウ たぶらかす たらす
誒,キ カイ アイ イ ああ
誓,セイ ゼイ エイ セツ ゼチ ちかう ちかい
誔,テイ ジョウ
誕,タン いつわる
誖,ホツ ボチ フツ ブチ ハイ ベ ヒ そむく もとる
誗,テン デン
誘,ユウ ユ さそう いざなう おびく
誙,コウ ギョウ ケイ
誚,ショウ ジョウ せめる
誛,シン
誜,サ セ
誝,アン
語,ゴ ギョ かたる かたらう ことば つげる
誟,コウ
誠,セイ ジョウ まこと まことに
誡,カイ いましめる いましめ
誢,ケン ゲン
誣,フ ブ ム しいる
誤,ゴ あやまる あやまり
誥,コウ コク つげる
誦,ショウ ジュ ズ となえる よむ
誧,ホ フ ブ たすける
誨,カイ ケ おしえる おしえ
誩,ケイ ギョウ キョウ ゴウ タン トン
說,セツ ゼイ ネ セイ セ タツ セチ エツ とく
誫,シン
説,セツ ゼイ エツ タツ セイ とく よろこぶ
読,ドク トク トウ よむ よみ
誮,やさし やさしい
誯,ショウ
誰,スイ ズイ だれ たれ
誱,ショウ
課,カ
誳,クツ コチ
誴,ソウ
誵,コウ ギョウ
誶,スイ サイ シュツ ズイ シン ジュチ セ
誷,ボウ モウ
誸,ケン ゲン
誹,ヒ そしる そしり
誺,チ ライ
誻,トウ ドウ
誼,ギ よい よしみ
誽,ダ ナ ケ ゲイ カイ
誾,ギン ゴン
調,チョウ チュウ しらべる ととのう ととのえる みつぎ しらべ やわらぐ
諀,ヒ ビ
諁,テツ テチ
諂,テン エン へつらう おもねる
諃,チン
諄,ジュン シュン ねんごろ くどい
諅,キ ギ
諆,キ ギ
談,ダン タン かたる
諈,スイ ズイ チ ジ ニ
諉,ズイ イ ニ
諊,キク コク
請,セイ シン ショウ ジョウ こう うける
諌,カン ケン トウ ツ いさめ いさめる
諍,ソウ ショウ あらそう いさかう いさめる うったえる
諎,サク ジャク ザク サ シャ タク チャク シャク
諏,ス シュ ブ ソウ フウ はかる
諐,ケン あやまち
諑,タク チョク
諒,リョウ まこと まことに
諓,セン エン ゼン
諔,セキ ジャク シュク
諕,コウ ゴウ カ ケ カク
論,ロン リン あげつらう さだめる とく
諗,シン ジョウ ニョウ つげる
諘,ヒョウ
諙,カイ ケ
諚,ジョウ ヘン
諛,ユ へつらい へつらう
諜,チョウ ショウ うかがう
諝,ショ
諞,ヘン ベン
諟,シ ジ テイ タイ おさめる この ただす
諠,ケン カン かまびすしい わすれる
諡,シ イ ジ おくりな
諢,コン ゴン
諣,カ ケ カイ
諤,ガク
諥,チョウ チュ
諦,テイ タイ ダイ あきらめる つまびらか まこと
諧,カイ ガイ かなう やわらぐ ととのう
諨,フク
諩,フ
諪,テイ ジョウ
諫,カン ケン ラン いさめ いさめる
諬,ケイ
諭,ユ トウ さとす
諮,シ はかる とう
諯,セン ゼン テン デン ケン
諰,シ サイ セ アイ
諱,キ いみな いむ
諲,イン シン
諳,アン オン トウ ツ そらんじる
諴,カン ガン ゴン コン
諵,ダン ナン のう
諶,ジン シン まこと まことに
諷,フウ フ そらんじる
諸,ショ シャ ジョ これ もろもろ
諹,ヨウ
諺,ゲン ガン ことわざ
諻,コウ
諼,ケン カン いつわる わすれる
諽,カク キャク キョク コキ
諾,ダク うべなう
諿,シュウ ショ
謀,ボウ ム はかる はかりごと
謁,エツ つげる まみえる
謂,イ いい いう おもう いえらく おもえらく
謄,トウ うつす
謅,ソウ ショウ シュウ シュ
謆,セン
謇,ケン コン どもる
謈,ハク バク ホウ ボウ
謉,キ カイ ヅイ タイ
謊,コウ キョウ ねごと
謋,カク ケキ トク キャク ドク
謌,カ うた うたう
謍,エイ ヨウ オウ コウ ケイ ギョウ
謎,メイ ベイ マイ なぞ
謏,ショウ ス ソウ シュク スク
謐,ヒツ ビツ ミチ しずか
謑,ケイ ゲイ カ ケ カイ ゲ
謒,ショウ ソウ
謓,シン
謔,ギャク カク キャク たわむれる
謕,テイ ダイ シ
謖,ショク シュク たつ
謗,ボウ ホウ そしる
謘,チ ジ タイ ヅイ
謙,ケン へりくだる
謚,シ ヤク キャク エキ ケキ おくりな
講,コウ
謜,ゲン ガン セン
謝,シャ ジャ あやまる ことわる
謞,キョウ コウ カク
謟,トウ
謠,ヨウ うたう
謡,ヨウ うたい うたう
謣,ウ ク
謤,ヒョウ
謥,ソウ ス
謦,ケイ キョウ しわぶき
謧,リ レイ ライ ロウ リョウ
謨,ボ モ バク マク はかる
謩,ボ
謪,ショウ ソウ
謫,タク チャク サク シャク テキ せめる
謬,ビュウ ミュ あやまる
謭,セン
謮,サク シャク
謯,サ シャ ショ ソ
謰,レン
謱,ロウ ル
謲,サン シン
謳,オウ ウ ク うたう
謴,コン
謵,シュウ ショウ チョウ
謶,シャク ショ シャ
謷,ゴウ ギョウ ギュウ グ そしる
謸,ゴウ そしる
謹,キン コン ゴン つつしむ
謺,ショウ シュウ チョウ
謻,イ シ チ ジ
謼,ク コ コウ キョウ ゴウ さけぶ
謽,キョウ ゴウ
謾,マン ベン メン バン あざむく あなどる
謿,トウ
譀,カン ガン コウ ゲン ケン キョウ
譁,カ ガ ケ ゲ かまびすしい
譂,セン
譃,ク
譄,ソウ
譅,シュウ ドウ ノウ
譆,キ イ あつい ああ
譇,タ シャ
譈,タイ ズイ
證,ショウ あかし
譊,ニョウ ドウ キョウ
譋,ラン
譌,カ キ ガ ゲ なまり
譍,ヨウ オウ
譎,ケツ ケチ キツ いつわり いつわる
譏,キ そしる
譐,ソン
譑,キョウ
譒,ハ
譓,ケイ エ
譔,セン ゼン
譕,ボ モ ブ ム
譖,シン セン そしる
譗,トウ
識,シキ シ ショク しる しるし しるす
譙,ショウ ジョウ スイ ズイ しかる せめる たかどの ものみやぐら
譚,タン ダン はなし
譛,シン そしる
譜,フ ホ
譝,ショウ ジョウ
譞,ケン
譟,ソウ さわぐ
譠,タン テン セン ゼン
譡,トウ
譢,スイ
譣,セン ケン ゲン
譤,キャク ケキ キョウ
譥,キョウ
警,ケイ キョウ いましめ いましめる
譧,レン サン ゼン
譨,ドウ ヌ ニョウ
譩,イ エ
譪,アイ まめまめしい おだやか
譫,セン トウ ドウ ソウ ショウ たわごと
譬,ヒ たとえ たとえる
譭,キ
譮,エ カイ ケ
譯,エキ ヤク わけ
議,ギ はかる
譱,ゼン よい
譲,ジョウ ゆずる せめる
譳,ドウ ヌ
譴,ケン せめる
譵,ツイ
譶,トウ ドウ チュウ ジュウ
護,ゴ まもる
譸,チュ チュウ ジュ
譹,コウ ゴウ
譺,ガイ ギ ギョク ゴク
譻,ヨウ オウ
譼,カン
譽,ヨ ほまれ
譾,セン
譿,ケイ エ
讀,トク ドク トウ ズ よむ
讁,タク せめる
讃,サン ほめる
讄,ルイ
讅,シン
讇,エン ゼン テン セン へつらう
讈,レキ リャク
讉,イ ユイ タイ ツイ
變,ヘン ベン かわる
讋,ショウ トウ ドウ
讌,エン
讍,ガク
讎,シュウ ジュ あだ むくいる
讏,エイ エ
讐,シュウ あだ むくいる
讑,ヨウ
讒,ザン サン ゼン そしる
讓,ジョウ ニョウ ゆずる
讔,イン オン
讕,ラン
讖,シン サン
讗,カク ワク キャク カ ゲ ケイ エ
讘,ショウ ジョウ ニョウ
讙,カン ケン かまびすしい
讚,サン ほめる
讛,ゲイ
讜,トウ
讝,セン ダン ネン
讞,ゲン ゲツ ゲチ さばく
讟,トク ドク トウ
谷,コク ヨク ロク たに きわきる
谸,セン
谹,コウ オウ
谺,カ ケ こだま
谻,キャク カク ケキ
谼,コウ グ
谽,カン コン ケン
谾,コウ ク ロウ ル
谿,ケイ ゲイ たにがわ たに
豀,ケイ ゲイ たに
豁,カツ カチ ひらける ひろい
豂,リョウ
豃,カン ケン
豄,トク
豅,ロウ ル
豆,トウ ズ シュウ シュ まめ たかつき
豇,コウ ささげ
豈,ガイ キ ケ カイ あに
豉,シ ジ みずすまし
豊,ホウ フウ ブ レイ ライ フ ゆたか とよ
豋,トウ
豌,エン ワン
豍,ヘイ ヘン ハン
豎,ジュ シュ たつ たて
豏,カン ゲン
豐,フウ フ ホウ ゆたか
豑,チツ ジチ
豓,エン つや なまめかしい
豔,エン あでやか いろ うつくしい うらやむ つや みめよい なまめかしい
豕,シ カイ ガイ いのこ
豖,チョク チク トク
豗,カイ
豘,トン ぶた
豙,ギ
豚,トン ドン ぶた
豛,エキ ヤク
豜,ケン
豝,ハ ヘ
豞,コウ カク ク グ
豟,ヤク アク
豠,ソ ショ ゾ
象,ショウ ゾウ かた かたどる ぞう のり
豢,カン ケン ゲン ガン やしなう
豣,ケン ゲン
豤,コン ケン
豥,カイ ガイ
豦,ゴ キョ コ
豧,ホウ フウ フ ホ ブ
豨,キ ケ いのこ
豩,ヒン カン ケン
豪,ゴウ コウ やまあらし
豫,ヨ シャ ショ あらかじめ
豬,チョ シャ いのしし
豭,カ ケ いのこ
豯,ケイ ゲイ
豰,コク カク ハク バク トク ゴク コウ ク ドウ ヌ
豱,オン
豲,カン ガン ゲン
豳,ヒン ハン ヘン まだら
豴,テキ チャク
豵,ソウ ス ショウ シュ
豶,フン ブン
豷,キ エイ
豸,タイ チ ジ ダイ むじな
豹,ヒョウ ホウ ひょう
豺,サイ ザイ やまいぬ
豻,ガン カン のいぬ
豼,ヒ
豽,ダツ ネチ
豾,ヒ
豿,コウ ク
貀,ダツ ネチ トツ トチ ジュツ ニュチ
貁,ユウ ユ
貂,チョウ てん
貃,ハク バク えびす
貄,シ イ
貅,キュウ ク
貆,カン ガン ケン
貇,コン
貈,カク ガク
貉,バク ハク カク ミャク マク バ メ ガク むじな
貊,ハク バク ミャク バツ メチ えびす
貋,カン
貌,ボウ バク ミョウ マク かたち かお かたどる
貍,リ たぬき
貎,ゲイ
貏,ヒ
貐,ユ イ
貑,カ ケ
貒,タン カン
貓,ビョウ ミョウ ボウ ねこ
貔,ヒ ビ
貕,ケイ ゲイ
貖,アク ヤク
貗,ク グ ル ユ
貘,バク ミャク
貙,チュ チョ
貚,タン ダン テン デン
貛,カン ガン ケン まみ
貜,カク ワク キャク ケキ おおざる
貝,バイ ハイ かい
貞,テイ チョウ ジョウ ただしい
貟,イン エン ウン かず
負,フ ブ まける まかす おう そむく たのむ まけ
財,ザイ サイ たから わずか
貢,コウ ク みつぐ みつぎ
貣,トク
貤,イ シ ジ
貥,コウ ゴウ
貦,ガン
貧,ヒン ビン まずしい
貨,カ たから
販,ハン ホン あきなう ひさぐ
貪,タン トン ドン むさぼる
貫,カン ワン つらぬく ひく
責,セキ サク シャク サイ シン せめる せめ
貭,シツ
貮,ニ ジ ふたつ
貯,チョ たくわえる
貰,セイ シャ もらい もらう おぎのる
貱,ヒ
貲,シ
貳,ジ ニ ふたつ
貴,キ たっとい とうとい たっとぶ とうとぶ たかい
貵,ヘン
貶,ヘン ハン ホン ホウ ボウ おとしめる おとす
買,バイ マイ かう
貸,タイ トク かす かりる
貹,セイ ショウ
貺,キョウ コウ たまう
費,ヒ フチ フツ ついやす ついえる ついえ
貼,テン チョウ はる はり つく
貽,イ タイ おくる
貾,チ ジ
貿,ボウ モ ム あきなう かえる
賀,ガ いわう
賁,ヒ ホン
賂,ロ ル まいない まいなう
賃,チン ジン ニン やとう
賄,ワイ カイ まかなう まいない まいなう
賅,カイ ガイ
賆,ヘン ベン ヘイ ヒョウ
資,シ たすける とる もと
賈,カ コ ク ケ あきない あきなう うる かう
賉,シュツ
賊,ゾク ソク そこなう
賋,コウ
賌,カイ
賍,ゾウ ソウ かくす
賎,セン いやしい
賏,エイ ヨウ オウ
賐,シュン
賑,シン チン にぎわい にぎやか にぎわす すくう にぎわう
賒,シャ
賓,ヒン まろうど みちびく
賔,ヒン まろうど
賕,キュウ グ まいない まいなう
賖,シャ とおい はるか おぎのる
賗,セン
賙,シュウ シュ
賚,ライ リ たまう たまもの
賛,サン たすける たたえる
賜,シ たまわる たまう たまもの
賝,チン
賞,ショウ ほめる
賟,テン
賠,バイ ハイ つぐなう
賡,キョウ コウ ショク ゾク つぐ つぐなう
賢,ケン かしこい まさる
賣,バイ メ バ マイ うる
賤,セン ゼン いやしい しず
賥,スイ
賦,フ みつぎ
賧,タン ダン
賨,ソウ ズ
賩,ソウ
質,シツ シチ チ ただす たち
賫,セイ
賬,チョウ
賭,ト ツ かけ かける
賮,シン ジン
賯,ケイ
賰,シュン
賱,ウン
賲,ホウ
賳,サイ
賴,ライ たのむ たのもしい たよる
賵,フ ボウ フウ おくる
賶,ソウ
賷,セイ
賸,ショウ ヨウ ジョウ あまり あまる
賹,アイ エ
賺,タン デン レン すかす
賻,フ ブ
購,コウ あがなう
賽,サイ
賾,サク ジャク おくぶかい
賿,ロウ リョウ
贀,イ
贁,ハイ
贂,シン
贃,ワン エン
贄,シ ゲチ ゲツ チュウ にえ
贅,ゼイ ギョウ セイ ゴウ いぼ
贆,ヒョウ
贇,イン
贈,ゾウ ソウ おくる
贉,タン ドン
贊,サン たすける
贋,ガン カン にせ
贍,セン ゼン たす たりる
贎,バン ライ レイ たから
贏,エイ ヨウ あまり かつ
贐,ジン シン はなむけ
